OrderYear,OrderMonth,CategoryName,ProductName,Quantity,Sales
1997,8,Grains/Cereals,Tunnbrod,10,90.00 
1997,8,Beverages,Outback Lager,20,300.00 
1997,8,Dairy Products,Flotemysost,15,322.50 
1997,8,Beverages,Chang,20,380.00 
1997,8,Confections,Scottish Longbreads,18,225.00 
1997,8,Produce,Tofu,21,488.25 
1997,8,Confections,Teatime Chocolate Biscuits,15,138.00 
1997,8,Confections,Sir Rodney's Scones,25,250.00 
1997,8,Beverages,Guarana Fantastica,3,13.50 
1997,8,Beverages,Steeleye Stout,30,540.00 
1997,8,Produce,Rossle Sauerkraut,10,456.00 
1997,8,Meat/Poultry,Thuringer Rostbratwurst,6,742.74 
1997,8,Condiments,Gula Malacca,10,194.50 
1997,8,Produce,Tofu,3,69.75 
1997,8,Grains/Cereals,Singaporean Hokkien Fried Mee,5,70.00 
1997,8,Dairy Products,Camembert Pierrot,10,340.00 
1997,8,Meat/Poultry,Perth Pasties,12,393.60 
1997,8,Dairy Products,Camembert Pierrot,20,680.00 
1997,8,Dairy Products,Flotemysost,20,430.00 
1997,8,Confections,Tarte au sucre,15,739.50 
1997,8,Seafood,Rod Kaviar,35,525.00 
1997,8,Beverages,Chai,25,450.00 
1997,8,Meat/Poultry,Thuringer Rostbratwurst,20,2475.80 
1997,8,Grains/Cereals,Wimmers gute Semmelknodel,9,299.25 
1997,8,Meat/Poultry,Pate chinois,12,288.00 
1997,8,Beverages,Lakkalikoori,35,630.00 
1997,8,Beverages,Rhonbrau Klosterbier,8,62.00 
1997,8,Beverages,Chang,30,570.00 
1997,8,Dairy Products,Geitost,20,50.00 
1997,8,Dairy Products,Queso Manchego La Pastora,36,1368.00 
1997,8,Seafood,Konbu,13,78.00 
1997,8,Confections,Gumbar Gummibarchen,35,1093.05 
1997,8,Confections,Tarte au sucre,80,3944.00 
1997,8,Produce,Uncle Bob's Organic Dried Pears,35,1050.00 
1997,8,Seafood,Carnarvon Tigers,50,3125.00 
1997,8,Produce,Manjimup Dried Apples,15,795.00 
1997,8,Beverages,Rhonbrau Klosterbier,2,15.50 
1997,8,Condiments,Chef Anton's Cajun Seasoning,10,220.00 
1997,8,Condiments,Chef Anton's Gumbo Mix,15,320.25 
1997,8,Grains/Cereals,Gustaf's Knackebrod,40,840.00 
1997,8,Condiments,Chef Anton's Cajun Seasoning,25,550.00 
1997,8,Seafood,Escargots de Bourgogne,6,79.50 
1997,8,Dairy Products,Queso Cabrales,10,210.00 
1997,8,Confections,Valkoinen suklaa,25,406.25 
1997,8,Grains/Cereals,Gnocchi di nonna Alice,60,2280.00 
1997,8,Seafood,Rogede sild,20,190.00 
1997,8,Condiments,Louisiana Fiery Hot Pepper Sauce,21,442.05 
1997,8,Dairy Products,Mozzarella di Giovanni,60,2088.00 
1997,8,Seafood,Carnarvon Tigers,8,500.00 
1997,8,Dairy Products,Gudbrandsdalsost,20,720.00 
1997,8,Beverages,Outback Lager,15,225.00 
1997,8,Beverages,Chang,50,950.00 
1997,8,Seafood,Boston Crab Meat,60,1104.00 
1997,8,Confections,Sir Rodney's Scones,30,300.00 
1997,8,Condiments,Sirop d'erable,20,570.00 
1997,8,Produce,Rossle Sauerkraut,15,684.00 
1997,8,Beverages,Chartreuse verte,21,378.00 
1997,8,Seafood,Spegesild,2,24.00 
1997,8,Seafood,Carnarvon Tigers,4,250.00 
1997,8,Beverages,Ipoh Coffee,20,920.00 
1997,8,Seafood,Spegesild,21,252.00 
1997,8,Seafood,Carnarvon Tigers,20,1250.00 
1997,8,Seafood,Inlagd Sill,15,285.00 
1997,8,Beverages,Chai,15,270.00 
1997,8,Seafood,Ikura,18,558.00 
1997,8,Dairy Products,Flotemysost,30,645.00 
1997,8,Condiments,Original Frankfurter grune Soe,35,455.00 
1997,8,Confections,Teatime Chocolate Biscuits,30,276.00 
1997,8,Beverages,Chartreuse verte,20,360.00 
1997,8,Grains/Cereals,Gustaf's Knackebrod,15,315.00 
1997,8,Beverages,Guarana Fantastica,15,67.50 
1997,8,Produce,Rossle Sauerkraut,20,912.00 
1997,8,Dairy Products,Mozzarella di Giovanni,15,522.00 
1997,8,Seafood,Nord-Ost Matjeshering,30,776.70 
1997,8,Meat/Poultry,Perth Pasties,25,820.00 
1997,8,Meat/Poultry,Tourtière,30,223.50 
1997,9,Confections,Teatime Chocolate Biscuits,12,110.40 
1997,9,Grains/Cereals,Gustaf's Knackebrod,20,420.00 
1997,9,Seafood,Nord-Ost Matjeshering,2,51.78 
1997,9,Grains/Cereals,Singaporean Hokkien Fried Mee,20,280.00 
1997,9,Confections,Pavlova,30,523.50 
1997,9,Dairy Products,Camembert Pierrot,20,680.00 
1997,9,Condiments,Chef Anton's Cajun Seasoning,12,264.00 
1997,9,Beverages,Chartreuse verte,20,360.00 
1997,9,Meat/Poultry,Tourtière,6,44.70 
1997,9,Seafood,Jack's New England Clam Chowder,20,193.00 
1997,9,Produce,Tofu,3,69.75 
1997,9,Condiments,Gula Malacca,28,544.60 
1997,9,Confections,Zaanse koeken,6,57.00 
1997,9,Condiments,Genen Shouyu,50,775.00 
1997,9,Seafood,Jack's New England Clam Chowder,24,231.60 
1997,9,Seafood,Spegesild,45,540.00 
1997,9,Confections,Zaanse koeken,10,95.00 
1997,9,Grains/Cereals,Gnocchi di nonna Alice,45,1710.00 
1997,9,Dairy Products,Camembert Pierrot,30,1020.00 
1997,9,Confections,Sir Rodney's Scones,60,600.00 
1997,9,Seafood,Boston Crab Meat,70,1288.00 
1997,9,Dairy Products,Camembert Pierrot,55,1870.00 
1997,9,Condiments,Original Frankfurter grune Soe,70,910.00 
1997,9,Dairy Products,Gorgonzola Telino,20,250.00 
1997,9,Seafood,Boston Crab Meat,24,441.60 
1997,9,Beverages,Outback Lager,40,600.00 
1997,9,Confections,Sir Rodney's Marmalade,21,1701.00 
1997,9,Beverages,Chartreuse verte,3,54.00 
1997,9,Seafood,Escargots de Bourgogne,49,649.25 
1997,9,Confections,Scottish Longbreads,10,125.00 
1997,9,Seafood,Boston Crab Meat,30,552.00 
1997,9,Grains/Cereals,Singaporean Hokkien Fried Mee,30,420.00 
1997,9,Produce,Manjimup Dried Apples,20,1060.00 
1997,9,Seafood,Ikura,24,744.00 
1997,9,Grains/Cereals,Gnocchi di nonna Alice,12,456.00 
1997,9,Condiments,Louisiana Fiery Hot Pepper Sauce,15,315.75 
1997,9,Produce,Manjimup Dried Apples,20,1060.00 
1997,9,Dairy Products,Raclette Courdavault,1,55.00 
1997,9,Beverages,Lakkalikoori,10,180.00 
1997,9,Meat/Poultry,Thuringer Rostbratwurst,36,4456.44 
1997,9,Condiments,Louisiana Fiery Hot Pepper Sauce,10,210.50 
1997,9,Dairy Products,Gudbrandsdalsost,45,1620.00 
1997,9,Dairy Products,Flotemysost,14,301.00 
1997,9,Dairy Products,Gorgonzola Telino,8,100.00 
1997,9,Meat/Poultry,Pate chinois,4,96.00 
1997,9,Grains/Cereals,Wimmers gute Semmelknodel,15,498.75 
1997,9,Seafood,Inlagd Sill,30,570.00 
1997,9,Grains/Cereals,Tunnbrod,32,288.00 
1997,9,Seafood,Spegesild,60,720.00 
1997,9,Beverages,Laughing Lumberjack Lager,25,350.00 
1997,9,Seafood,Rod Kaviar,50,750.00 
1997,9,Beverages,Rhonbrau Klosterbier,25,193.75 
1997,9,Confections,Pavlova,10,174.50 
1997,9,Confections,Tarte au sucre,10,493.00 
1997,9,Condiments,Louisiana Fiery Hot Pepper Sauce,12,252.60 
1997,9,Beverages,Cte de Blaye,15,3952.50 
1997,9,Dairy Products,Flotemysost,12,258.00 
1997,9,Confections,Pavlova,3,52.35 
1997,9,Grains/Cereals,Singaporean Hokkien Fried Mee,6,84.00 
1997,9,Beverages,Ipoh Coffee,6,276.00 
1997,9,Grains/Cereals,Tunnbrod,5,45.00 
1997,9,Produce,Tofu,30,697.50 
1997,9,Meat/Poultry,Perth Pasties,10,328.00 
1997,9,Seafood,Escargots de Bourgogne,30,397.50 
1997,9,Seafood,Ikura,2,62.00 
1997,9,Confections,Teatime Chocolate Biscuits,7,64.40 
1997,9,Condiments,Gula Malacca,21,408.45 
1997,9,Confections,Gumbar Gummibarchen,30,936.90 
1997,9,Dairy Products,Geitost,8,20.00 
1997,9,Dairy Products,Queso Manchego La Pastora,100,3800.00 
1997,9,Dairy Products,Geitost,30,75.00 
1997,9,Seafood,Jack's New England Clam Chowder,120,1158.00 
1997,9,Meat/Poultry,Tourtière,30,223.50 
1997,9,Dairy Products,Raclette Courdavault,12,660.00 
1997,9,Confections,Pavlova,50,872.50 
1997,9,Dairy Products,Gorgonzola Telino,20,250.00 
1997,9,Grains/Cereals,Singaporean Hokkien Fried Mee,40,560.00 
1997,9,Confections,Teatime Chocolate Biscuits,30,276.00 
1997,9,Confections,Sir Rodney's Scones,12,120.00 
1997,9,Grains/Cereals,Wimmers gute Semmelknodel,28,931.00 
1997,9,Dairy Products,Geitost,30,75.00 
1997,9,Condiments,Louisiana Hot Spiced Okra,4,68.00 
1997,9,Beverages,Rhonbrau Klosterbier,30,232.50 
1997,9,Grains/Cereals,Filo Mix,9,63.00 
1997,9,Seafood,Boston Crab Meat,20,368.00 
1997,9,Confections,Zaanse koeken,40,380.00 
1997,9,Dairy Products,Camembert Pierrot,30,1020.00 
1997,9,Seafood,Ikura,20,620.00 
1997,9,Seafood,Jack's New England Clam Chowder,4,38.60 
1997,9,Confections,Zaanse koeken,15,142.50 
1997,9,Meat/Poultry,Alice Mutton,30,1170.00 
1997,9,Confections,Gumbar Gummibarchen,15,468.45 
1997,9,Meat/Poultry,Mishi Kobe Niku,50,4850.00 
1997,9,Meat/Poultry,Thuringer Rostbratwurst,10,1237.90 
1997,9,Seafood,Inlagd Sill,6,114.00 
1997,10,Seafood,Ikura,18,558.00 
1997,10,Produce,Rossle Sauerkraut,60,2736.00 
1997,10,Beverages,Sasquatch Ale,14,196.00 
1997,10,Beverages,Chai,35,630.00 
1997,10,Grains/Cereals,Gnocchi di nonna Alice,20,760.00 
1997,10,Condiments,Original Frankfurter grune Soe,30,390.00 
1997,10,Beverages,Chai,30,540.00 
1997,10,Meat/Poultry,Thuringer Rostbratwurst,40,4951.60 
1997,10,Beverages,Ipoh Coffee,40,1840.00 
1997,10,Condiments,Gula Malacca,24,466.80 
1997,10,Confections,Tarte au sucre,48,2366.40 
1997,10,Condiments,Vegie-spread,20,878.00 
1997,10,Meat/Poultry,Mishi Kobe Niku,6,582.00 
1997,10,Meat/Poultry,Tourtière,60,447.00 
1997,10,Dairy Products,Gudbrandsdalsost,30,1080.00 
1997,10,Seafood,Rod Kaviar,15,225.00 
1997,10,Produce,Uncle Bob's Organic Dried Pears,90,2700.00 
1997,10,Dairy Products,Raclette Courdavault,25,1375.00 
1997,10,Beverages,Outback Lager,50,750.00 
1997,10,Condiments,Northwoods Cranberry Sauce,10,400.00 
1997,10,Dairy Products,Queso Manchego La Pastora,4,152.00 
1997,10,Beverages,Guarana Fantastica,20,90.00 
1997,10,Meat/Poultry,Alice Mutton,20,780.00 
1997,10,Seafood,Spegesild,18,216.00 
1997,10,Confections,Teatime Chocolate Biscuits,7,64.40 
1997,10,Beverages,Steeleye Stout,9,162.00 
1997,10,Seafood,Escargots de Bourgogne,30,397.50 
1997,10,Beverages,Outback Lager,30,450.00 
1997,10,Dairy Products,Queso Cabrales,15,315.00 
1997,10,Meat/Poultry,Alice Mutton,8,312.00 
1997,10,Meat/Poultry,Thuringer Rostbratwurst,12,1485.48 
1997,10,Condiments,Louisiana Fiery Hot Pepper Sauce,65,1368.25 
1997,10,Beverages,Outback Lager,8,120.00 
1997,10,Confections,Zaanse koeken,12,114.00 
1997,10,Beverages,Chai,5,90.00 
1997,10,Beverages,Sasquatch Ale,12,168.00 
1997,10,Confections,Scottish Longbreads,40,500.00 
1997,10,Dairy Products,Flotemysost,60,1290.00 
1997,10,Dairy Products,Raclette Courdavault,42,2310.00 
1997,10,Dairy Products,Flotemysost,20,430.00 
1997,10,Beverages,Lakkalikoori,35,630.00 
1997,10,Condiments,Aniseed Syrup,6,60.00 
1997,10,Beverages,Lakkalikoori,15,270.00 
1997,10,Beverages,Chang,5,95.00 
1997,10,Dairy Products,Raclette Courdavault,35,1925.00 
1997,10,Seafood,Rod Kaviar,35,525.00 
1997,10,Condiments,Chef Anton's Cajun Seasoning,6,132.00 
1997,10,Beverages,Guarana Fantastica,35,157.50 
1997,10,Confections,Chocolade,24,306.00 
1997,10,Dairy Products,Gorgonzola Telino,20,250.00 
1997,10,Dairy Products,Mascarpone Fabioli,4,128.00 
1997,10,Confections,Pavlova,20,349.00 
1997,10,Beverages,Ipoh Coffee,24,1104.00 
1997,10,Dairy Products,Raclette Courdavault,8,440.00 
1997,10,Meat/Poultry,Pate chinois,21,504.00 
1997,10,Grains/Cereals,Ravioli Angelo,40,780.00 
1997,10,Beverages,Outback Lager,28,420.00 
1997,10,Condiments,Chef Anton's Gumbo Mix,4,85.40 
1997,10,Seafood,Inlagd Sill,5,95.00 
1997,10,Condiments,Northwoods Cranberry Sauce,40,1600.00 
1997,10,Produce,Manjimup Dried Apples,28,1484.00 
1997,10,Dairy Products,Camembert Pierrot,10,340.00 
1997,10,Confections,Teatime Chocolate Biscuits,5,46.00 
1997,10,Confections,Zaanse koeken,5,47.50 
1997,10,Confections,Teatime Chocolate Biscuits,12,110.40 
1997,10,Seafood,Jack's New England Clam Chowder,42,405.30 
1997,10,Meat/Poultry,Perth Pasties,120,3936.00 
1997,10,Meat/Poultry,Perth Pasties,3,98.40 
1997,10,Grains/Cereals,Gnocchi di nonna Alice,30,1140.00 
1997,10,Seafood,Ikura,18,558.00 
1997,10,Confections,Gumbar Gummibarchen,30,936.90 
1997,10,Seafood,Rogede sild,110,1045.00 
1997,10,Seafood,Spegesild,24,288.00 
1997,10,Beverages,Chang,30,570.00 
1997,10,Meat/Poultry,Alice Mutton,27,1053.00 
1997,10,Confections,Zaanse koeken,50,475.00 
1997,10,Grains/Cereals,Gnocchi di nonna Alice,18,684.00 
1997,10,Seafood,Escargots de Bourgogne,12,159.00 
1997,10,Seafood,Ikura,21,651.00 
1997,10,Dairy Products,Flotemysost,30,645.00 
1997,10,Confections,Sir Rodney's Scones,5,50.00 
1997,10,Produce,Manjimup Dried Apples,7,371.00 
1997,10,Condiments,Sirop d'erable,10,285.00 
1997,10,Confections,Sir Rodney's Scones,32,320.00 
1997,10,Meat/Poultry,Tourtière,15,111.75 
1997,10,Dairy Products,Gudbrandsdalsost,25,900.00 
1997,10,Dairy Products,Queso Manchego La Pastora,36,1368.00 
1997,10,Confections,Pavlova,20,349.00 
1997,10,Seafood,Inlagd Sill,40,760.00 
1997,10,Confections,Tarte au sucre,20,986.00 
1997,10,Seafood,Carnarvon Tigers,12,750.00 
1997,10,Seafood,Nord-Ost Matjeshering,3,77.67 
1997,10,Meat/Poultry,Tourtière,40,298.00 
1997,10,Beverages,Steeleye Stout,21,378.00 
1997,10,Dairy Products,Flotemysost,8,172.00 
1997,10,Condiments,Gula Malacca,50,972.50 
1997,10,Beverages,Chang,3,57.00 
1997,10,Dairy Products,Gorgonzola Telino,50,625.00 
1997,10,Confections,Scottish Longbreads,45,562.50 
1997,10,Beverages,Rhonbrau Klosterbier,42,325.50 
1997,10,Confections,Gumbar Gummibarchen,15,468.45 
1997,10,Seafood,Ikura,16,496.00 
1997,10,Condiments,Sirop d'erable,5,142.50 
1997,10,Seafood,Jack's New England Clam Chowder,12,115.80 
1997,10,Grains/Cereals,Filo Mix,4,28.00 
1997,10,Meat/Poultry,Pate chinois,6,144.00 
1997,11,Condiments,Chef Anton's Cajun Seasoning,25,550.00 
1997,11,Dairy Products,Queso Cabrales,5,105.00 
1997,11,Meat/Poultry,Alice Mutton,20,780.00 
1997,11,Grains/Cereals,Gnocchi di nonna Alice,10,380.00 
1997,11,Dairy Products,Raclette Courdavault,10,550.00 
1997,11,Seafood,Nord-Ost Matjeshering,15,388.35 
1997,11,Seafood,Boston Crab Meat,6,110.40 
1997,11,Meat/Poultry,Pate chinois,12,288.00 
1997,11,Dairy Products,Camembert Pierrot,15,510.00 
1997,11,Beverages,Chai,50,900.00 
1997,11,Confections,Sir Rodney's Scones,30,300.00 
1997,11,Confections,Valkoinen suklaa,40,650.00 
1997,11,Confections,Pavlova,15,261.75 
1997,11,Dairy Products,Gorgonzola Telino,3,37.50 
1997,11,Condiments,Louisiana Fiery Hot Pepper Sauce,10,210.50 
1997,11,Confections,Sir Rodney's Scones,40,400.00 
1997,11,Produce,Manjimup Dried Apples,30,1590.00 
1997,11,Beverages,Lakkalikoori,20,360.00 
1997,11,Produce,Tofu,16,372.00 
1997,11,Produce,Rossle Sauerkraut,20,912.00 
1997,11,Grains/Cereals,Filo Mix,25,175.00 
1997,11,Condiments,Grandma's Boysenberry Spread,30,750.00 
1997,11,Seafood,Nord-Ost Matjeshering,15,388.35 
1997,11,Beverages,Lakkalikoori,20,360.00 
1997,11,Condiments,Sirop d'erable,20,570.00 
1997,11,Condiments,Original Frankfurter grune Soe,2,26.00 
1997,11,Condiments,Louisiana Fiery Hot Pepper Sauce,40,842.00 
1997,11,Beverages,Rhonbrau Klosterbier,20,155.00 
1997,11,Seafood,Konbu,4,24.00 
1997,11,Seafood,Jack's New England Clam Chowder,12,115.80 
1997,11,Confections,Pavlova,3,52.35 
1997,11,Seafood,Inlagd Sill,6,114.00 
1997,11,Grains/Cereals,Filo Mix,18,126.00 
1997,11,Produce,Rossle Sauerkraut,5,228.00 
1997,11,Beverages,Steeleye Stout,35,630.00 
1997,11,Seafood,Rogede sild,40,380.00 
1997,11,Grains/Cereals,Gnocchi di nonna Alice,14,532.00 
1997,11,Beverages,Chang,15,285.00 
1997,11,Condiments,Aniseed Syrup,20,200.00 
1997,11,Dairy Products,Camembert Pierrot,50,1700.00 
1997,11,Dairy Products,Mozzarella di Giovanni,35,1218.00 
1997,11,Seafood,Spegesild,28,336.00 
1997,11,Seafood,Boston Crab Meat,50,920.00 
1997,11,Seafood,Carnarvon Tigers,24,1500.00 
1997,11,Condiments,Gula Malacca,16,311.20 
1997,11,Dairy Products,Raclette Courdavault,45,2475.00 
1997,11,Dairy Products,Mozzarella di Giovanni,7,243.60 
1997,11,Seafood,Konbu,6,36.00 
1997,11,Grains/Cereals,Singaporean Hokkien Fried Mee,28,392.00 
1997,11,Confections,Tarte au sucre,9,443.70 
1997,11,Dairy Products,Gudbrandsdalsost,40,1440.00 
1997,11,Dairy Products,Gorgonzola Telino,8,100.00 
1997,11,Seafood,Jack's New England Clam Chowder,35,337.75 
1997,11,Condiments,Vegie-spread,9,395.10 
1997,11,Dairy Products,Gudbrandsdalsost,30,1080.00 
1997,11,Grains/Cereals,Tunnbrod,44,396.00 
1997,11,Seafood,Boston Crab Meat,40,736.00 
1997,11,Grains/Cereals,Gnocchi di nonna Alice,28,1064.00 
1997,11,Grains/Cereals,Gnocchi di nonna Alice,15,570.00 
1997,11,Dairy Products,Raclette Courdavault,6,330.00 
1997,11,Beverages,Lakkalikoori,10,180.00 
1997,11,Produce,Tofu,5,116.25 
1997,11,Seafood,Rogede sild,40,380.00 
1997,11,Dairy Products,Raclette Courdavault,25,1375.00 
1997,11,Confections,Gumbar Gummibarchen,12,374.76 
1997,11,Seafood,Nord-Ost Matjeshering,30,776.70 
1997,11,Confections,Valkoinen suklaa,20,325.00 
1997,11,Seafood,Rod Kaviar,15,225.00 
1997,11,Beverages,Chai,8,144.00 
1997,11,Dairy Products,Gudbrandsdalsost,3,108.00 
1997,11,Seafood,Rogede sild,4,38.00 
1997,11,Produce,Longlife Tofu,5,50.00 
1997,11,Seafood,Boston Crab Meat,3,55.20 
1997,11,Confections,Zaanse koeken,30,285.00 
1997,11,Grains/Cereals,Gnocchi di nonna Alice,30,1140.00 
1997,11,Grains/Cereals,Ravioli Angelo,14,273.00 
1997,11,Dairy Products,Gudbrandsdalsost,25,900.00 
1997,11,Seafood,Carnarvon Tigers,21,1312.50 
1997,11,Seafood,Inlagd Sill,20,380.00 
1997,11,Confections,Scottish Longbreads,6,75.00 
1997,11,Dairy Products,Gudbrandsdalsost,20,720.00 
1997,11,Beverages,Sasquatch Ale,30,420.00 
1997,11,Dairy Products,Raclette Courdavault,7,385.00 
1997,11,Confections,Tarte au sucre,30,1479.00 
1997,11,Grains/Cereals,Wimmers gute Semmelknodel,24,798.00 
1997,11,Confections,Gumbar Gummibarchen,20,624.60 
1997,11,Grains/Cereals,Filo Mix,60,420.00 
1997,11,Beverages,Outback Lager,40,600.00 
1997,11,Dairy Products,Mascarpone Fabioli,10,320.00 
1997,12,Confections,NuNuCa Nu-Nougat-Creme,12,168.00 
1997,12,Confections,Schoggi Schokolade,40,1756.00 
1997,12,Beverages,Ipoh Coffee,30,1380.00 
1997,12,Confections,NuNuCa Nu-Nougat-Creme,35,490.00 
1997,12,Beverages,Rhonbrau Klosterbier,18,139.50 
1997,12,Beverages,Chartreuse verte,16,288.00 
1997,12,Confections,Zaanse koeken,30,285.00 
1997,12,Produce,Manjimup Dried Apples,28,1484.00 
1997,12,Grains/Cereals,Gnocchi di nonna Alice,60,2280.00 
1997,12,Confections,Sir Rodney's Scones,40,400.00 
1997,12,Grains/Cereals,Gustaf's Knackebrod,6,126.00 
1997,12,Beverages,Guarana Fantastica,20,90.00 
1997,12,Condiments,Aniseed Syrup,20,200.00 
1997,12,Beverages,Chartreuse verte,130,2340.00 
1997,12,Condiments,Louisiana Fiery Hot Pepper Sauce,80,1684.00 
1997,12,Beverages,Chang,40,760.00 
1997,12,Produce,Uncle Bob's Organic Dried Pears,35,1050.00 
1997,12,Confections,Scottish Longbreads,40,500.00 
1997,12,Grains/Cereals,Singaporean Hokkien Fried Mee,2,28.00 
1997,12,Grains/Cereals,Gustaf's Knackebrod,4,84.00 
1997,12,Dairy Products,Gorgonzola Telino,50,625.00 
1997,12,Dairy Products,Camembert Pierrot,15,510.00 
1997,12,Dairy Products,Flotemysost,12,258.00 
1997,12,Seafood,Jack's New England Clam Chowder,30,289.50 
1997,12,Grains/Cereals,Filo Mix,15,105.00 
1997,12,Condiments,Sirop d'erable,20,570.00 
1997,12,Confections,Tarte au sucre,15,739.50 
1997,12,Dairy Products,Queso Cabrales,15,315.00 
1997,12,Dairy Products,Flotemysost,16,344.00 
1997,12,Meat/Poultry,Thuringer Rostbratwurst,18,2228.22 
1997,12,Dairy Products,Raclette Courdavault,25,1375.00 
1997,12,Meat/Poultry,Alice Mutton,33,1287.00 
1997,12,Dairy Products,Gorgonzola Telino,70,875.00 
1997,12,Beverages,Rhonbrau Klosterbier,7,54.25 
1997,12,Dairy Products,Gorgonzola Telino,2,25.00 
1997,12,Condiments,Louisiana Hot Spiced Okra,50,850.00 
1997,12,Seafood,Ikura,6,186.00 
1997,12,Beverages,Laughing Lumberjack Lager,3,42.00 
1997,12,Dairy Products,Gorgonzola Telino,16,200.00 
1997,12,Grains/Cereals,Singaporean Hokkien Fried Mee,12,168.00 
1997,12,Seafood,Rogede sild,27,256.50 
1997,12,Produce,Manjimup Dried Apples,120,6360.00 
1997,12,Grains/Cereals,Singaporean Hokkien Fried Mee,20,280.00 
1997,12,Seafood,Jack's New England Clam Chowder,10,96.50 
1997,12,Confections,Pavlova,20,349.00 
1997,12,Confections,Tarte au sucre,20,986.00 
1997,12,Beverages,Outback Lager,35,525.00 
1997,12,Condiments,Original Frankfurter grune Soe,15,195.00 
1997,12,Meat/Poultry,Tourtière,3,22.35 
1997,12,Grains/Cereals,Gnocchi di nonna Alice,20,760.00 
1997,12,Produce,Longlife Tofu,35,350.00 
1997,12,Dairy Products,Gorgonzola Telino,1,12.50 
1997,12,Dairy Products,Gorgonzola Telino,10,125.00 
1997,12,Beverages,Cte de Blaye,5,1317.50 
1997,12,Seafood,Inlagd Sill,30,570.00 
1997,12,Beverages,Chartreuse verte,2,36.00 
1997,12,Dairy Products,Mozzarella di Giovanni,30,1044.00 
1997,12,Seafood,Ikura,10,310.00 
1997,12,Beverages,Rhonbrau Klosterbier,10,77.50 
1997,12,Condiments,Northwoods Cranberry Sauce,30,1200.00 
1997,12,Seafood,Nord-Ost Matjeshering,15,388.35 
1997,12,Beverages,Rhonbrau Klosterbier,42,325.50 
1997,12,Beverages,Chang,15,285.00 
1997,12,Meat/Poultry,Thuringer Rostbratwurst,20,2475.80 
1997,12,Confections,Teatime Chocolate Biscuits,50,460.00 
1997,12,Beverages,Rhonbrau Klosterbier,40,310.00 
1997,12,Seafood,Carnarvon Tigers,30,1875.00 
1997,12,Beverages,Steeleye Stout,15,270.00 
1997,12,Condiments,Vegie-spread,30,1317.00 
1997,12,Confections,Scottish Longbreads,18,225.00 
1997,12,Produce,Uncle Bob's Organic Dried Pears,3,90.00 
1997,12,Grains/Cereals,Gnocchi di nonna Alice,20,760.00 
1997,12,Meat/Poultry,Thuringer Rostbratwurst,14,1733.06 
1997,12,Seafood,Jack's New England Clam Chowder,20,193.00 
1997,12,Beverages,Chang,10,190.00 
1997,12,Meat/Poultry,Tourtière,3,22.35 
1997,12,Confections,Scottish Longbreads,15,187.50 
1997,12,Seafood,Jack's New England Clam Chowder,14,135.10 
1997,12,Grains/Cereals,Filo Mix,8,56.00 
1997,12,Produce,Tofu,15,348.75 
1997,12,Meat/Poultry,Tourtière,6,44.70 
1997,12,Confections,Pavlova,65,1134.25 
1997,12,Meat/Poultry,Alice Mutton,35,1365.00 
1997,12,Confections,Gumbar Gummibarchen,21,655.83 
1997,12,Condiments,Gula Malacca,10,194.50 
1997,12,Grains/Cereals,Wimmers gute Semmelknodel,35,1163.75 
1997,12,Dairy Products,Gudbrandsdalsost,24,864.00 
1997,12,Dairy Products,Queso Cabrales,20,420.00 
1997,12,Confections,Tarte au sucre,2,98.60 
1997,12,Dairy Products,Mozzarella di Giovanni,10,348.00 
1997,12,Seafood,Konbu,20,120.00 
1997,12,Beverages,Guarana Fantastica,20,90.00 
1997,12,Dairy Products,Raclette Courdavault,25,1375.00 
1997,12,Dairy Products,Queso Cabrales,50,1050.00 
1997,12,Produce,Manjimup Dried Apples,10,530.00 
1997,12,Meat/Poultry,Tourtière,7,52.15 
1997,12,Meat/Poultry,Alice Mutton,40,1560.00 
1997,12,Meat/Poultry,Thuringer Rostbratwurst,20,2475.80 
1997,12,Seafood,Nord-Ost Matjeshering,25,647.25 
1997,12,Produce,Manjimup Dried Apples,30,1590.00 
1997,12,Meat/Poultry,Pate chinois,60,1440.00 
1997,12,Confections,Tarte au sucre,5,246.50 
1997,12,Confections,Teatime Chocolate Biscuits,24,220.80 
1997,12,Confections,NuNuCa Nu-Nougat-Creme,15,210.00 
1997,12,Dairy Products,Raclette Courdavault,15,825.00 
1997,12,Seafood,Ikura,36,1116.00 
1997,12,Produce,Rossle Sauerkraut,24,1094.40 
1997,12,Confections,Maxilaku,4,80.00 
1997,12,Beverages,Sasquatch Ale,10,140.00 
1997,12,Beverages,Cte de Blaye,10,2635.00 
1997,12,Beverages,Chang,20,380.00 
1997,12,Condiments,Louisiana Fiery Hot Pepper Sauce,2,42.10 
1997,12,Produce,Longlife Tofu,15,150.00 
1997,12,Seafood,Boston Crab Meat,1,18.40 
1998,1,Grains/Cereals,Gnocchi di nonna Alice,20,760.00 
1998,1,Beverages,Lakkalikoori,50,900.00 
1998,1,Grains/Cereals,Filo Mix,20,140.00 
1998,1,Seafood,Konbu,7,42.00 
1998,1,Confections,NuNuCa Nu-Nougat-Creme,5,70.00 
1998,1,Beverages,Outback Lager,5,75.00 
1998,1,Confections,Teatime Chocolate Biscuits,15,138.00 
1998,1,Grains/Cereals,Tunnbrod,18,162.00 
1998,1,Seafood,Boston Crab Meat,30,552.00 
1998,1,Dairy Products,Gorgonzola Telino,16,200.00 
